Date,Open,High,Low,Close,Profit/Loss,Trend
2011-09-13,0.884,0.8879,0.8755,0.879,-0.005,0
2011-09-14,0.879,0.8853,0.8727,0.8749,-0.0041,0
2011-09-15,0.8749,0.8796,0.8646,0.8695,-0.0054,0
2011-09-16,0.8695,0.8776,0.8691,0.8762,0.0067,1
2011-09-19,0.8762,0.8875,0.8796,0.8808,0.0046,1
2011-09-20,0.8808,0.8919,0.8787,0.8887,0.0079,1
2011-09-21,0.8887,0.8982,0.8853,0.8979,0.0092,1
2011-09-22,0.8979,0.9182,0.8974,0.9083,0.0104,1
2011-09-23,0.9083,0.9082,0.8992,0.9043,-0.004,0
2011-09-26,0.9043,0.9142,0.9003,0.9032,-0.0011,0
2011-09-27,0.9032,0.9057,0.8923,0.8965,-0.0067,0
2011-09-28,0.8965,0.9,0.8923,0.8991,0.0026,1
2011-09-29,0.8991,0.9021,0.8916,0.8974,-0.0017,0
2011-09-30,0.8974,0.9084,0.8962,0.9063,0.0089,1
2011-10-03,0.9063,0.92,0.9075,0.9184,0.0121,1
2011-10-04,0.9184,0.926,0.9159,0.918,-0.0004,0
2011-10-05,0.918,0.9247,0.9159,0.924,0.006,1
2011-10-06,0.924,0.9314,0.9183,0.9197,-0.0043,0
2011-10-07,0.9197,0.9278,0.9143,0.9258,0.0061,1
2011-10-10,0.9258,0.9271,0.9,0.9036,-0.0222,0
2011-10-11,0.9036,0.9125,0.9023,0.9064,0.0028,1
2011-10-12,0.9064,0.9115,0.8916,0.8936,-0.0128,0
2011-10-13,0.8936,0.9039,0.8925,0.8971,0.0035,1
2011-10-14,0.8971,0.9008,0.89,0.8928,-0.0043,0
2011-10-17,0.8928,0.8995,0.8878,0.8984,0.0056,1
2011-10-18,0.8984,0.9048,0.8943,0.8964,-0.002,0
2011-10-19,0.8964,0.9038,0.8949,0.9027,0.0063,1
2011-10-20,0.9027,0.9081,0.8927,0.8935,-0.0092,0
2011-10-21,0.8935,0.8952,0.8822,0.8832,-0.0103,0
2011-10-24,0.8832,0.8877,0.8788,0.8809,-0.0023,0
2011-10-25,0.8809,0.8845,0.8769,0.8781,-0.0028,0
2011-10-26,0.8781,0.8859,0.8726,0.8808,0.0027,1
2011-10-27,0.8808,0.8824,0.8566,0.8612,-0.0196,0
2011-10-28,0.8612,0.8651,0.8593,0.8615,0.0003,1
2011-10-31,0.8615,0.8787,0.8607,0.8775,0.016,1
2011-11-01,0.8775,0.8959,0.876,0.8881,0.0106,1
2011-11-02,0.8881,0.8904,0.8791,0.884,-0.0041,0
2011-11-03,0.884,0.8893,0.8758,0.8772,-0.0068,0
2011-11-04,0.8772,0.8906,0.8766,0.886,0.0088,1
2011-11-07,0.886,0.903,0.8865,0.9011,0.0151,1
2011-11-08,0.9011,0.9074,0.8918,0.8948,-0.0063,0
2011-11-09,0.8948,0.911,0.8919,0.9087,0.0139,1
2011-11-10,0.9087,0.9148,0.9016,0.9063,-0.0024,0
2011-11-11,0.9063,0.9083,0.895,0.9015,-0.0048,0
2011-11-14,0.9015,0.9092,0.8958,0.9067,0.0052,1
2011-11-15,0.9067,0.9197,0.9073,0.915,0.0083,1
2011-11-16,0.915,0.9222,0.9135,0.9176,0.0026,1
2011-11-17,0.9176,0.9235,0.9149,0.9215,0.0039,1
2011-11-18,0.9215,0.9222,0.9081,0.917,-0.0045,0
2011-11-21,0.917,0.9209,0.9137,0.916,-0.001,0
